Lab_action,Sample_ID,DNA_Extraction,Library,Barcode,EO,EO_normalised,BL_inferred,n_raw_haps,Proteins_in_final_data,Exclusion_stage,Recommended_action,Redo_reason_SI
Re-sequence (SI status uncertain),Library010_barcode72,491,10,72,70,EO70,BL2,28,0.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=4)"
Re-sequence (SI status uncertain),Library010_barcode79,500,10,79,70,EO70,BL2,32,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=2, REMOVED=0, chimeric=2)"
Re-sequence (SI status uncertain),Library011_barcode38,528,11,38,70,EO70,BL2,0,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode39,527,11,39,70,EO70,BL2,0,5.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode59,555,11,59,70,EO70,BL2,0,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode60,554,11,60,70,EO70,BL2,0,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode61,553,11,61,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode62,552,11,62,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode82,580,11,82,70,EO70,BL2,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode83,579,11,83,70,EO70,BL2,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode84,578,11,84,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode85,577,11,85,70,EO70,BL2,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode89,589,11,89,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode90,588,11,90,70,EO70,BL2,0,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode91,587,11,91,70,EO70,BL2,0,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode92,586,11,92,70,EO70,BL2,0,14.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode93,585,11,93,70,EO70,BL2,0,17.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode94,584,11,94,70,EO70,BL2,0,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode95,583,11,95,70,EO70,BL2,0,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode96,582,11,96,70,EO70,BL2,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library005_barcode06,201,5,6,76,EO76,BL3,28,0.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=28)"
Re-sequence (SI status uncertain),Library005_barcode13,208,5,13,76,EO76,BL3,4,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=2, REMOVED=0, chimeric=2)"
Re-sequence (SI status uncertain),Library009_barcode01,348,9,1,76,EO76,BL3,16,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode02,347,9,2,76,EO76,BL3,12,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode03,346,9,3,76,EO76,BL3,40,9.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode04,345,9,4,76,EO76,BL3,12,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode05,344,9,5,76,EO76,BL3,16,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode06,343,9,6,76,EO76,BL3,12,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode10,355,9,10,76,EO76,BL3,16,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode11,354,9,11,76,EO76,BL3,16,16.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode12,353,9,12,76,EO76,BL3,12,7.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode13,352,9,13,76,EO76,BL3,16,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode14,351,9,14,76,EO76,BL3,44,15.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode15,350,9,15,76,EO76,BL3,28,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode16,349,9,16,76,EO76,BL3,28,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode17,364,9,17,76,EO76,BL3,12,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode18,363,9,18,76,EO76,BL3,44,14.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode19,362,9,19,76,EO76,BL3,12,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode20,361,9,20,76,EO76,BL3,28,9.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode21,360,9,21,76,EO76,BL3,32,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode22,359,9,22,76,EO76,BL3,44,10.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode23,358,9,23,76,EO76,BL3,16,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode24,357,9,24,76,EO76,BL3,24,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode31,366,9,31,76,EO76,BL3,52,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode49,404,9,49,76,EO76,BL3,16,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode50,403,9,50,76,EO76,BL3,12,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode51,402,9,51,76,EO76,BL3,16,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode52,401,9,52,76,EO76,BL3,52,13.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode53,400,9,53,76,EO76,BL3,40,12.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode54,399,9,54,76,EO76,BL3,16,11.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode55,398,9,55,76,EO76,BL3,52,13.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode56,397,9,56,76,EO76,BL3,32,10.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode57,396,9,57,76,EO76,BL3,12,0.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode73,420,9,73,76,EO76,BL3,4,0.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode83,426,9,83,76,EO76,BL3,36,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode84,425,9,84,76,EO76,BL3,36,19.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode85,424,9,85,76,EO76,BL3,48,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode86,423,9,86,76,EO76,BL3,32,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode87,422,9,87,76,EO76,BL3,68,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library009_barcode88,421,9,88,76,EO76,BL3,40,8.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library010_barcode43,472,10,43,76,EO76,BL3,28,2.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=2, REMOVED=0, chimeric=10)"
Re-sequence (SI status uncertain),Library010_barcode55,476,10,55,76,EO76,BL3,48,0.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=24)"
Re-sequence (SI status uncertain),Library011_barcode07,419,11,7,76,EO76,BL3,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode13,480,11,13,76,EO76,BL3,0,15.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode16,469,11,16,76,EO76,BL3,0,4.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode58,556,11,58,76,EO76,BL3,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library011_barcode70,560,11,70,76,EO76,BL3,0,3.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=0, chimeric=0)"
Re-sequence (SI status uncertain),Library002_barcode33,126,2,33,97-6,EO97,Unassigned,4,0.0,Step 22b — SI status,Re-sequence to recover enough functional haplotypes for SI status call. Chimera filter dropped too many haplotypes to reliably assign SI / pSI / SC. Higher-coverage Nanopore library or fresh PCR + sequencing recommended.,"Insufficient_data (n_haps_OK=0, REMOVED=3, chimeric=1)"
