Sample_ID	Library	Barcode	EO	EO_normalised	BL_inferred	Ingroup	n_raw_haps	n_after_step4	n_after_step4b	n_after_step7b	Step9_classification	Proteins_in_final_data	SI_functional_status	Dominant_failure_mode	BL_status	Final_status	Exclusion_stage	Exclusion_reason	Outcome_category
Library006_barcode49	6	49	27	EO27	BL4	1	28	28			low_functional_rate	8.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library006_barcode50	6	50	27	EO27	BL4	1	8	8			normal	4.0	Functional	premature_stop	Assigned	Included			Functional
Library006_barcode51	6	51	27	EO27	BL4	1	28	16			low_functional_rate	4.0	Partial_translation_failure	ambiguous_aa	Assigned	Included			Partial_translation_failure
Library006_barcode52	6	52	27	EO27	BL4	1	36	32			low_functional_rate	7.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library006_barcode53	6	53	27	EO27	BL4	1	16	12			normal	7.0	Functional	premature_stop	Assigned	Included			Functional
Library006_barcode54	6	54	27	EO27	BL4	1	52	36			normal	24.0	Functional	mixed	Assigned	Included			Functional
Library006_barcode55	6	55	27	EO27	BL4	1	32	20			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library006_barcode56	6	56	67	EO67	BL4	1	28	24			low_functional_rate	11.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library006_barcode57	6	57	67	EO67	BL4	1	16	12			normal	8.0	Functional		Assigned	Included			Functional
Library006_barcode58	6	58	67	EO67	BL4	1	24	24			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library006_barcode59	6	59	67	EO67	BL4	1	32	24			normal	13.0	Functional	premature_stop	Assigned	Included			Functional
Library006_barcode60	6	60	67	EO67	BL4	1	28	16			normal	12.0	Functional	ambiguous_aa	Assigned	Included			Functional
Library006_barcode61	6	61	67	EO67	BL4	1	16	12			normal	2.0	Functional	premature_stop	Assigned	Included			Functional
Library006_barcode62	6	62	67	EO67	BL4	1	44	40			normal	20.0	Functional	mixed	Assigned	Included			Functional
Library006_barcode63	6	63	67	EO67	BL4	1	20	20			normal	12.0	Functional	mixed	Assigned	Included			Functional
Library006_barcode64	6	64	67	EO67	BL4	1	36	24			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library006_barcode65	6	65	67	EO67	BL4	1	28	24			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library006_barcode66	6	66	67	EO67	BL4	1	36	24			low_functional_rate	7.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library007_barcode67	7	67	27	EO27	BL4	1	32	24			low_functional_rate	7.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library007_barcode68	7	68	27	EO27	BL4	1	32	20			low_functional_rate	4.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library007_barcode69	7	69	27	EO27	BL4	1	36	20			normal	11.0	Functional	premature_stop	Assigned	Included			Functional
Library007_barcode70	7	70	27	EO27	BL4	1	32	20			normal	11.0	Functional	premature_stop	Assigned	Included			Functional
Library007_barcode71	7	71	27	EO27	BL4	1	12	12			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library007_barcode72	7	72	27	EO27	BL4	1	8	8			normal	8.0	Functional		Assigned	Included			Functional
Library007_barcode73	7	73	27	EO27	BL4	1	48	40			low_functional_rate	19.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library007_barcode74	7	74	27	EO27	BL4	1	36	28			too_many_alleles	0.0	Functional	mixed		Excluded	Step 9 — too_many_alleles	>4 distinct proteins per individual — likely contamination / assembly artefact (Top failures: ambiguous_aa(4);premature_stop(3))	Re_DNA_extraction
Library007_barcode75	7	75	27	EO27	BL4	1	4	4			dropped_abundance_filter	0.0	Functional	premature_stop		Excluded	Step 9 — dropped_abundance_filter	functional proteins present but below min_count = 5 abundance filter (Top failures: premature_stop(1))	Re_PCR
Library007_barcode76	7	76	27	EO27	BL4	1	44	40			too_many_alleles	0.0	Functional	mixed		Excluded	Step 9 — too_many_alleles	>4 distinct proteins per individual — likely contamination / assembly artefact (Top failures: premature_stop(12);ambiguous_aa(8))	Re_DNA_extraction
Library007_barcode77	7	77	27	EO27	BL4	1	12	12			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library007_barcode78	7	78	27	EO27	BL4	1	28	28			normal	10.0	Functional	premature_stop	Assigned	Included			Functional
Library007_barcode79	7	79	27	EO27	BL4	1	48	20			dropped_abundance_filter	0.0	Partial_translation_failure	premature_stop		Excluded	Step 9 — dropped_abundance_filter	functional proteins present but below min_count = 5 abundance filter (Top failures: premature_stop(16))	Re_PCR
Library007_barcode80	7	80	27	EO27	BL4	1	16	12			normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library007_barcode81	7	81	67	EO67	BL4	1	48	28			low_functional_rate	12.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library007_barcode82	7	82	67	EO67	BL4	1	24	20			normal	14.0	Functional	premature_stop	Assigned	Included			Functional
Library007_barcode83	7	83	67	EO67	BL4	1	52	28			low_functional_rate	10.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library007_barcode84	7	84	67	EO67	BL4	1	28	28			low_functional_rate	7.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library007_barcode85	7	85	67	EO67	BL4	1	28	28			low_functional_rate	10.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library007_barcode86	7	86	67	EO67	BL4	1	32	24			normal	13.0	Functional	premature_stop	Assigned	Included			Functional
Library007_barcode87	7	87	67	EO67	BL4	1	36	32			normal	14.0	Functional	premature_stop	Assigned	Included			Functional
Library007_barcode88	7	88	67	EO67	BL4	1	8	8			normal	4.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode01	8	1	70	EO70	BL2	1	36	36			normal	20.0	Functional	mixed	Assigned	Included			Functional
Library008_barcode02	8	2	70	EO70	BL2	1	36	32			normal	29.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode03	8	3	70	EO70	BL2	1	52	36			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode04	8	4	70	EO70	BL2	1	12	12			normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode05	8	5	70	EO70	BL2	1	32	12			normal	9.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode06	8	6	70	EO70	BL2	1	36	24			low_functional_rate	5.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library008_barcode07	8	7	70	EO70	BL2	1	48	28			normal	13.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode08	8	8	70	EO70	BL2	1	28	28			normal	17.0	Functional	mixed	Assigned	Included			Functional
Library008_barcode09	8	9	70	EO70	BL2	1	32	20			low_functional_rate	4.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode10	8	10	70	EO70	BL2	1	52	32			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode11	8	11	70	EO70	BL2	1	20	8			low_functional_rate	3.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library008_barcode12	8	12	70	EO70	BL2	1	32	24			normal	16.0	Functional	mixed	Assigned	Included			Functional
Library008_barcode13	8	13	70	EO70	BL2	1	44	36			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode14	8	14	70	EO70	BL2	1	8	4			normal	1.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode15	8	15	70	EO70	BL2	1	28	20			normal	15.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode16	8	16	70	EO70	BL2	1	28	8			normal	4.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode17	8	17	70	EO70	BL2	1	8	8			normal	4.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode18	8	18	70	EO70	BL2	1	36	20			no_functional_proteins	0.0	Complete_loss	mixed		Excluded	Step 9 — no_functional_proteins	mixed premature_stop + ambiguous_aa failures — both LoF mutations AND data-quality issues; interpret cautiously (Top failures: premature_stop(13);ambiguous_aa(12))	Re_PCR
Library008_barcode19	8	19	70	EO70	BL2	1	44	36			low_functional_rate	12.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library008_barcode20	8	20	70	EO70	BL2	1	28	20			low_functional_rate	6.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library008_barcode21	8	21	70	EO70	BL2	1	16	16			normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode22	8	22	70	EO70	BL2	1	32	28			normal	14.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode23	8	23	70	EO70	BL2	1	28	28			low_functional_rate	7.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode24	8	24	70	EO70	BL2	1	36	24			normal	12.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode25	8	25	70	EO70	BL2	1	48	36			normal	24.0	Functional	mixed	Assigned	Included			Functional
Library008_barcode26	8	26	70	EO70	BL2	1	32	20			low_functional_rate	7.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library008_barcode27	8	27	70	EO70	BL2	1	28	28			low_functional_rate	4.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode28	8	28	70	EO70	BL2	1	36	16			normal	8.0	Functional	mixed	Assigned	Included			Functional
Library008_barcode29	8	29	70	EO70	BL2	1	16	4			normal	4.0	Functional		Assigned	Included			Functional
Library008_barcode30	8	30	70	EO70	BL2	1	28	8			normal	4.0	Functional	premature_stop	Assigned	Included			Functional
Library008_barcode31	8	31	70	EO70	BL2	1	40	20			normal	12.0	Functional	mixed	Assigned	Included			Functional
Library008_barcode32	8	32	70	EO70	BL2	1	28	28			low_functional_rate	7.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library008_barcode33	8	33	70	EO70	BL2	1	36	16			low_functional_rate	7.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library008_barcode34	8	34	70	EO70	BL2	1	48	28			low_functional_rate	6.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode35	8	35	70	EO70	BL2	1	36	20			normal	16.0	Functional	ambiguous_aa	Assigned	Included			Functional
Library008_barcode36	8	36	70	EO70	BL2	1	44	28			normal	11.0	Functional	mixed	Assigned	Included			Functional
Library008_barcode89	8	89	70	EO70	BL2	1	44	24			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode90	8	90	70	EO70	BL2	1	28	20			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library008_barcode91	8	91	70	EO70	BL2	1	32	8			normal	4.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode01	9	1	76	EO76	BL3	1	16	16			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode02	9	2	76	EO76	BL3	1	12	12			low_functional_rate	3.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode03	9	3	76	EO76	BL3	1	40	32			low_functional_rate	6.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode04	9	4	76	EO76	BL3	1	12	12			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode05	9	5	76	EO76	BL3	1	16	16			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode06	9	6	76	EO76	BL3	1	12	12			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode07	9	7	76	EO76	BL3	1	36	32			too_many_alleles	0.0	Functional	premature_stop		Excluded	Step 9 — too_many_alleles	>4 distinct proteins per individual — likely contamination / assembly artefact (Top failures: premature_stop(10))	Re_DNA_extraction
Library009_barcode08	9	8	76	EO76	BL3	1	16	16			no_functional_proteins	0.0	Complete_loss	ambiguous_aa		Excluded	Step 9 — no_functional_proteins	all sequences carry X residues from N-rich data — quality issue, NOT a biological SI escape; re-sequencing may help (would have been caught by Step 7b if applied) (Top failures: ambiguous_aa(16);premature_stop(4))	Re_PCR
Library009_barcode09	9	9	76	EO76	BL3	1	48	36			too_many_alleles	0.0	Functional	mixed		Excluded	Step 9 — too_many_alleles	>4 distinct proteins per individual — likely contamination / assembly artefact (Top failures: ambiguous_aa(12);premature_stop(10))	Re_DNA_extraction
Library009_barcode10	9	10	76	EO76	BL3	1	16	16			normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode11	9	11	76	EO76	BL3	1	16	16			normal	16.0	Functional		Assigned	Included			Functional
Library009_barcode12	9	12	76	EO76	BL3	1	12	12			normal	7.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode13	9	13	76	EO76	BL3	1	16	16			normal	12.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode14	9	14	76	EO76	BL3	1	44	32			normal	15.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode15	9	15	76	EO76	BL3	1	28	24			normal	8.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode16	9	16	76	EO76	BL3	1	28	28			low_functional_rate	8.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode17	9	17	76	EO76	BL3	1	12	12			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode18	9	18	76	EO76	BL3	1	44	24			normal	14.0	Functional	ambiguous_aa	Assigned	Included			Functional
Library009_barcode19	9	19	76	EO76	BL3	1	12	12			low_functional_rate	3.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode20	9	20	76	EO76	BL3	1	28	24			low_functional_rate	9.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode21	9	21	76	EO76	BL3	1	32	20			low_functional_rate	2.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library009_barcode22	9	22	76	EO76	BL3	1	44	36			low_functional_rate	7.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library009_barcode23	9	23	76	EO76	BL3	1	16	16			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode24	9	24	76	EO76	BL3	1	24	16			normal	8.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode25	9	25	25	EO25	BL5	1	16	16			normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode26	9	26	67	EO67	BL4	1	28	24			dropped_abundance_filter	0.0	Partial_translation_failure	premature_stop		Excluded	Step 9 — dropped_abundance_filter	functional proteins present but below min_count = 5 abundance filter (Top failures: premature_stop(17);ambiguous_aa(4))	Re_PCR
Library009_barcode27	9	27	67	EO67	BL4	1	32	16			normal	8.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode28	9	28	67	EO67	BL4	1	28	24			low_functional_rate	8.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode29	9	29	67	EO67	BL4	1	36	32			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode30	9	30	67	EO67	BL4	1	28	24			normal	12.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode31	9	31	76	EO76	BL3	1	52	40			low_functional_rate	8.0	Partial_translation_failure	ambiguous_aa	Assigned	Included			Partial_translation_failure
Library009_barcode32	9	32	76	EO76	BL3	1	16	0								Excluded	Step 4 — length filter	16 raw haps, 0 passed 3250–4000 bp length filter — likely fragmented or chimeric assembly; re-sequencing recommended	Re_PCR
Library009_barcode33	9	33	25	EO25	BL5	1	12	12			low_functional_rate	4.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode34	9	34	25	EO25	BL5	1	52	36			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library009_barcode35	9	35	25	EO25	BL5	1	32	24			low_functional_rate	8.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode36	9	36	25	EO25	BL5	1	36	24			normal	15.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode37	9	37	25	EO25	BL5	1	48	36			low_functional_rate	12.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library009_barcode38	9	38	25	EO25	BL5	1	44	24			low_functional_rate	8.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library009_barcode39	9	39	25	EO25	BL5	1	32	28			normal	6.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode40	9	40	25	EO25	BL5	1	12	12			no_functional_proteins	0.0	Complete_loss	ambiguous_aa		Excluded	Step 9 — no_functional_proteins	all sequences carry X residues from N-rich data — quality issue, NOT a biological SI escape; re-sequencing may help (would have been caught by Step 7b if applied) (Top failures: ambiguous_aa(12);premature_stop(4))	Re_PCR
Library009_barcode41	9	41	25	EO25	BL5	1	40	36			low_functional_rate	11.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library009_barcode42	9	42	25	EO25	BL5	1	40	24			low_functional_rate	7.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode43	9	43	25	EO25	BL5	1	52	40			normal	17.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode44	9	44	25	EO25	BL5	1	32	32			normal	14.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode45	9	45	25	EO25	BL5	1	32	32			low_functional_rate	15.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode46	9	46	25	EO25	BL5	1	24	20			normal	10.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode47	9	47	25	EO25	BL5	1	24	24			low_functional_rate	2.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode48	9	48	25	EO25	BL5	1	16	16			normal	4.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode49	9	49	76	EO76	BL3	1	16	16			normal	8.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode50	9	50	76	EO76	BL3	1	12	12			normal	12.0	Functional		Assigned	Included			Functional
Library009_barcode51	9	51	76	EO76	BL3	1	16	16			normal	12.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode52	9	52	76	EO76	BL3	1	52	40			low_functional_rate	10.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode53	9	53	76	EO76	BL3	1	40	24			normal	12.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode54	9	54	76	EO76	BL3	1	16	16			normal	11.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode55	9	55	76	EO76	BL3	1	52	24			normal	13.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode56	9	56	76	EO76	BL3	1	32	32			low_functional_rate	10.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode57	9	57	76	EO76	BL3	1	12	12			no_functional_proteins	0.0	Complete_loss	premature_stop		Excluded	Step 9 — no_functional_proteins	all sequences carry premature stop codons — strong candidate for ongoing SI breakdown / self-compatibility escape; recommend controlled selfing test to phenotype (Top failures: premature_stop(12))	SI_escape_candidate
Library009_barcode58	9	58	76	EO76	BL3	1	36	32			dropped_abundance_filter	0.0	Partial_translation_failure	premature_stop		Excluded	Step 9 — dropped_abundance_filter	functional proteins present but below min_count = 5 abundance filter (Top failures: premature_stop(27))	Re_PCR
Library009_barcode59	9	59	76	EO76	BL3	1	20	20			too_many_alleles	0.0	Functional	premature_stop		Excluded	Step 9 — too_many_alleles	>4 distinct proteins per individual — likely contamination / assembly artefact (Top failures: premature_stop(5))	Re_DNA_extraction
Library009_barcode60	9	60	25	EO25	BL5	1	36	24			low_functional_rate	4.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library009_barcode61	9	61	25	EO25	BL5	1	48	28			low_functional_rate	13.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode62	9	62	25	EO25	BL5	1	36	36			normal	15.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode63	9	63	25	EO25	BL5	1	84	52			low_functional_rate	16.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
Library009_barcode64	9	64	25	EO25	BL5	1	24	16			normal	8.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode65	9	65	27	EO27	BL4	1	44	28			normal	11.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode66	9	66	27	EO27	BL4	1	20	20			normal	12.0	Functional	premature_stop	Assigned	Included			Functional
Library009_barcode67	9	67	27	EO27	BL4	1	32	20			low_functional_rate	7.0	Partial_translation_failure	premature_stop	Assigned	Included			Partial_translation_failure
Library009_barcode68	9	68	27	EO27	BL4	1	48	20			normal	12.0	Functional	mixed	Assigned	Included			Functional
Library009_barcode69	9	69	27	EO27	BL4	1	20	20			low_functional_rate	4.0	Partial_translation_failure	mixed	Assigned	Included			Partial_translation_failure
